trial,FINCH_ACC,FINCH_NMI,FINCH_Num_Clusters,KMeans_ACC,KMeans_NMI,KMeans_Num_Clusters
0,0.70925,0.84420620388306,45.0,0.65675,0.7844787081139929,40.0
1,0.74175,0.8525483667416496,47.0,0.659,0.7853577866551062,40.0
2,0.72025,0.8629715262154545,46.0,0.7235,0.8154584081616963,40.0
3,0.72025,0.863913334861724,48.0,0.66575,0.8037316428680746,40.0
4,0.7655,0.870440596730797,47.0,0.71725,0.8088581272004257,40.0
Average,0.7314,0.8588160056865369,46.6,0.68445,0.7995769345998591,40.0
