trial,FINCH_ACC,FINCH_NMI,FINCH_Num_Clusters,KMeans_ACC,KMeans_NMI,KMeans_Num_Clusters
0,0.7773333333333333,0.8874963606715104,36.0,0.734,0.8438174915362945,30.0
1,0.711,0.8592503082069372,35.0,0.7016666666666667,0.8181197260862959,30.0
2,0.765,0.8753443877348969,38.0,0.6986666666666667,0.8207986846700184,30.0
3,0.7193333333333334,0.8486002315630505,39.0,0.6756666666666666,0.7975635212201144,30.0
4,0.767,0.8817248837307339,35.0,0.7523333333333333,0.8197400764153067,30.0
Average,0.7479333333333333,0.8704832343814258,36.6,0.7124666666666666,0.8200078999856059,30.0
