trial,FINCH_ACC,FINCH_NMI,FINCH_Num_Clusters,KMeans_ACC,KMeans_NMI,KMeans_Num_Clusters
0,0.699,0.8159170518795761,24.0,0.6725,0.7768340400032553,20.0
1,0.8245,0.8984654051978803,21.0,0.745,0.8312667385968832,20.0
2,0.8175,0.8988002641197439,20.0,0.8285,0.8800289579587914,20.0
3,0.7375,0.8652154153402005,20.0,0.7105,0.8189792314821244,20.0
4,0.791,0.8647615467305445,25.0,0.7425,0.8210144052969344,20.0
Average,0.7739,0.8686319366535891,22.0,0.7398,0.8256246746675977,20.0
