trial,FINCH_ACC,FINCH_NMI,FINCH_Num_Clusters,KMeans_ACC,KMeans_NMI,KMeans_Num_Clusters
0,0.6785,0.8122187025974177,38.0,0.645,0.7724335550220391,40.0
1,0.6795,0.8203756761179497,41.0,0.68425,0.7807106187012306,40.0
2,0.68625,0.8261937573666226,41.0,0.7215,0.8006707160444341,40.0
3,0.71875,0.8434258189315014,43.0,0.685,0.7989523837327634,40.0
4,0.70875,0.8194982950935147,42.0,0.62725,0.7555904853585952,40.0
Average,0.69435,0.8243424500214012,41.0,0.6726,0.7816715517718126,40.0
