trial,FINCH_ACC,FINCH_NMI,FINCH_Num_Clusters,KMeans_ACC,KMeans_NMI,KMeans_Num_Clusters
0,0.7373333333333333,0.8034402166779652,30.0,0.681,0.7600179438690424,30.0
1,0.6603333333333333,0.7769408937537431,35.0,0.6496666666666666,0.7257488920723906,30.0
2,0.678,0.7910671204568714,32.0,0.6843333333333333,0.7316968297178557,30.0
3,0.68,0.759056689631352,32.0,0.6716666666666666,0.7241848295341827,30.0
4,0.6276666666666667,0.766839656852473,35.0,0.7186666666666667,0.7567927237776618,30.0
Average,0.6766666666666667,0.7794689154744809,32.8,0.6810666666666666,0.7396882437942266,30.0
