Epoch,Loss,FINCH_ACC,FINCH_NMI,FINCH_Clusters,KMeans_ACC,KMeans_NMI,KMeans_Clusters
1,0.48743261045951775,0.6873333333333334,0.801788029645927,33,0.6803333333333333,0.7488955657648805,30
2,0.08461197985140471,0.677,0.7911457586530175,34,0.6693333333333333,0.7359733723239872,30
3,0.041628149487803676,0.732,0.7945704203897026,34,0.6506666666666666,0.7424216371394008,30
4,0.03737620534799214,0.691,0.7947449240609367,37,0.7023333333333334,0.743925086825773,30
5,0.09169844282592564,0.6806666666666666,0.7727506951487555,31,0.708,0.7449882953015755,30
6,0.09724159481856327,0.668,0.7812822178108855,31,0.6983333333333334,0.7349594496853277,30
7,0.03579195318404371,0.706,0.8017493440163294,39,0.6996666666666667,0.7422997119495456,30
8,0.051341188766388546,0.6546666666666666,0.7819267253786495,34,0.6813333333333333,0.7302207372821201,30
9,0.014695428036655281,0.6326666666666667,0.7659555277019785,34,0.6543333333333333,0.725978624000278,30
10,0.03685027672831671,0.6586666666666666,0.7794858219584447,37,0.6853333333333333,0.7259855881412033,30
11,0.04177196505640884,0.727,0.7835079665957823,31,0.71,0.7356705016260349,30
12,0.02197455264085467,0.6683333333333333,0.7802278691026214,35,0.6793333333333333,0.7356826320181318,30
13,0.012855975670030136,0.6666666666666666,0.7867228524022173,37,0.7003333333333334,0.7397497353613566,30
14,0.0038945919692667612,0.7076666666666667,0.7833385923035325,35,0.696,0.7307181191944713,30
15,0.00019316792537016025,0.6986666666666667,0.7822597526488264,35,0.689,0.7238299175832718,30
16,4.078470014812368e-05,0.716,0.7858020630714374,33,0.6403333333333333,0.7158885394716825,30
17,3.2893955737589735e-05,0.7053333333333334,0.7850481528174847,38,0.668,0.7247502672382216,30
18,2.774904498243527e-05,0.6676666666666666,0.7720527972512007,34,0.6633333333333333,0.7304609688222848,30
19,2.418030060988969e-05,0.7063333333333334,0.8004911620067391,37,0.664,0.7312028389321111,30
20,2.1581280919553304e-05,0.685,0.7823206971356697,34,0.6593333333333333,0.7247467466036581,30
21,1.942450318899105e-05,0.7116666666666667,0.7839919340325536,35,0.659,0.7237489438007852,30
22,1.771618682212555e-05,0.677,0.772181304329299,34,0.6606666666666666,0.7239644298871815,30
23,1.6174241729061123e-05,0.7023333333333334,0.7857363257974658,32,0.6586666666666666,0.7228200461628246,30
24,1.4929277033822693e-05,0.665,0.778702504914211,37,0.661,0.7258409454942489,30
25,1.3808424346694675e-05,0.6646666666666666,0.7648803589393917,37,0.696,0.7372455392463896,30
26,1.2902826001119175e-05,0.7276666666666667,0.7933672670552927,35,0.6963333333333334,0.7373963932044277,30
27,1.1955904613055043e-05,0.6543333333333333,0.7671306915480727,34,0.702,0.7353399436342805,30
28,1.1154515680256482e-05,0.6636666666666666,0.7896095972341031,39,0.7023333333333334,0.7356112349022706,30
29,1.0474011348299364e-05,0.6896666666666667,0.7839626796411608,33,0.7023333333333334,0.7356112349022706,30
30,9.890000586777324e-06,0.6883333333333334,0.7829437316138729,35,0.708,0.728242883993463,30
31,9.17570663358071e-06,0.7006666666666667,0.7919207699781377,41,0.7133333333333334,0.7300271526552883,30
32,8.59122971791601e-06,0.6573333333333333,0.7800795464624192,33,0.71,0.7287102639859729,30
33,8.042588400733504e-06,0.6723333333333333,0.7810381153139377,36,0.7116666666666667,0.7296791238301142,30
34,7.56902555339469e-06,0.7066666666666667,0.7882404242875247,35,0.7116666666666667,0.7312845147951972,30
35,7.09939080419893e-06,0.6746666666666666,0.776085250178413,38,0.688,0.7338096201135913,30
36,6.781397768945788e-06,0.6966666666666667,0.7867471560297806,32,0.7006666666666667,0.736203332707459,30
37,6.282978603295788e-06,0.6566666666666666,0.7706295283796156,31,0.681,0.7266726946523203,30
38,5.895378877608558e-06,0.7123333333333334,0.7928577577417157,36,0.6803333333333333,0.7253313747167431,30
39,5.572620921774931e-06,0.6873333333333334,0.7826707281493444,34,0.682,0.7248143932207888,30
40,5.22226719744973e-06,0.6743333333333333,0.78467952784971,34,0.6203333333333333,0.7158491162142709,30
41,4.974428004886545e-06,0.709,0.7838019902160623,34,0.6203333333333333,0.7158234553927185,30
42,4.637080358753235e-06,0.656,0.7850163227909062,37,0.6216666666666667,0.7173080435275127,30
43,4.330068301932602e-06,0.724,0.8034736088664458,37,0.6213333333333333,0.7166198611899738,30
44,4.065433235988103e-06,0.7093333333333334,0.7958690389245504,35,0.6213333333333333,0.7152111570117311,30
45,3.8715731163401115e-06,0.725,0.7770354075397412,33,0.6676666666666666,0.7298732526498536,30
46,3.606178052569266e-06,0.6886666666666666,0.7812174253922278,35,0.6676666666666666,0.7298732526498536,30
47,3.3738759108886605e-06,0.6883333333333334,0.7867459319432986,38,0.6656666666666666,0.7257626736827969,30
48,3.192805783719629e-06,0.698,0.7944231602330308,35,0.665,0.7298806191067134,30
49,2.994081442208979e-06,0.715,0.7846722122298162,37,0.6616666666666666,0.7289063008038946,30
50,2.810365096851735e-06,0.71,0.7926945827813832,35,0.6843333333333333,0.7316968297178557,30
