trial,FINCH_ACC,FINCH_NMI,FINCH_Num_Clusters,KMeans_ACC,KMeans_NMI,KMeans_Num_Clusters
0,0.674,0.8005605747643203,23.0,0.7185,0.7493380884116823,20.0
1,0.754,0.8406774116782119,22.0,0.6935,0.7677934443408017,20.0
2,0.805,0.877845338923397,21.0,0.785,0.8146618065924935,20.0
3,0.7035,0.8342251037878263,22.0,0.6965,0.794097157652504,20.0
4,0.7015,0.8112458516950064,20.0,0.788,0.8026586971797218,20.0
Average,0.7276,0.8329108561697524,21.6,0.7363,0.7857098388354407,20.0
