Epoch,Loss,FINCH_ACC,FINCH_NMI,FINCH_Clusters,KMeans_ACC,KMeans_NMI,KMeans_Clusters
1,0.4028363100361025,0.7166666666666667,0.8239982126183888,35,0.66,0.7487733229016723,30
2,0.05171679147199451,0.7183333333333334,0.8247354050688239,40,0.7163333333333334,0.7635541940086534,30
3,0.051566962815358885,0.7533333333333333,0.8412668277737243,34,0.7166666666666667,0.7701843479744038,30
4,0.043901928366656226,0.719,0.8233835992688797,38,0.7,0.7553481425372343,30
5,0.05698933992554911,0.7313333333333333,0.8179172599765905,38,0.7033333333333334,0.7534298840894923,30
6,0.08758222286643644,0.7096666666666667,0.8224228360155075,42,0.6843333333333333,0.7520869970923073,30
7,0.22446963219325108,0.7183333333333334,0.8253342277665755,35,0.666,0.7255495461170639,30
8,0.07461797274874847,0.7083333333333334,0.8198628743753653,34,0.6516666666666666,0.7165955777216125,30
9,0.056259079008073094,0.7186666666666667,0.8181077352744116,37,0.6833333333333333,0.7357686044760573,30
10,0.03843835527267853,0.6823333333333333,0.8041434949506255,39,0.6556666666666666,0.7296867438477683,30
11,0.04898354383926292,0.7403333333333333,0.8261405613393245,38,0.658,0.7296374044028061,30
12,3.56227182055265e-05,0.6926666666666667,0.8099435852259773,40,0.6806666666666666,0.7341169985071989,30
13,2.5355211175378162e-05,0.704,0.8225539554926237,41,0.6806666666666666,0.7344514149261977,30
14,2.0357832138054754e-05,0.7016666666666667,0.8055376639365917,39,0.6806666666666666,0.7344514149261977,30
15,1.7181786988252917e-05,0.6953333333333334,0.805213351174619,37,0.6803333333333333,0.7340590271039454,30
16,1.5126477119819265e-05,0.7156666666666667,0.8163511757804441,38,0.6833333333333333,0.7347069283727422,30
17,1.2840527528477697e-05,0.7063333333333334,0.8171185207180186,39,0.6836666666666666,0.7349875984580032,30
18,1.1389781020081273e-05,0.6806666666666666,0.8128024896331766,40,0.668,0.7264781036083713,30
19,1.0218987702603927e-05,0.703,0.8029255505251005,36,0.6603333333333333,0.7225586810871771,30
20,9.253834929500465e-06,0.688,0.8079059721769469,40,0.614,0.7091635023886572,30
21,8.70456862600405e-06,0.7116666666666667,0.8219879009772286,36,0.612,0.7079495463374931,30
22,7.660427374781612e-06,0.712,0.8144486989646027,38,0.612,0.7079495463374931,30
23,7.029745336973081e-06,0.714,0.8142400384112077,38,0.612,0.7079495463374931,30
24,6.466971690319652e-06,0.697,0.8123942047082732,37,0.6316666666666667,0.7116860171843387,30
25,5.96424318192871e-06,0.71,0.8134416192719882,38,0.632,0.7121928809360295,30
26,5.618839710458482e-06,0.7096666666666667,0.8156565021645426,39,0.6573333333333333,0.7299272021780907,30
27,5.1162247568273376e-06,0.7116666666666667,0.8114275609197998,40,0.641,0.7197751513525947,30
28,4.758039527811013e-06,0.6833333333333333,0.8017131678371057,41,0.641,0.7197751513525947,30
29,4.432625457962663e-06,0.7126666666666667,0.8113074998385895,38,0.641,0.7197751513525947,30
30,4.158157298905463e-06,0.7003333333333334,0.8042063058726552,35,0.6403333333333333,0.7197720630638655,30
31,3.849123284478653e-06,0.7373333333333333,0.8276614814009123,40,0.6403333333333333,0.7197720630638655,30
32,3.6076738587534956e-06,0.6826666666666666,0.8092727921445563,39,0.6403333333333333,0.7197720630638655,30
33,3.393644996320127e-06,0.724,0.8175397051116422,40,0.6413333333333333,0.7223001914032878,30
34,3.1611458688430867e-06,0.701,0.8161474501751714,38,0.6413333333333333,0.7223001914032878,30
35,3.040610228018727e-06,0.6883333333333334,0.8102391235339277,39,0.6416666666666667,0.72209902713582,30
36,2.779549076658794e-06,0.706,0.8088807911994248,38,0.642,0.7227765666624975,30
37,2.6125270970657377e-06,0.7363333333333333,0.81774114636291,38,0.643,0.7238029911285843,30
38,2.455381276574161e-06,0.6996666666666667,0.8128095114176571,40,0.6636666666666666,0.722726897735635,30
39,2.304982343714096e-06,0.6916666666666667,0.808850954187833,40,0.6653333333333333,0.724959515422856,30
40,2.1725051001299618e-06,0.701,0.8223150742911047,44,0.6583333333333333,0.7259544920341192,30
41,2.0593009851043e-06,0.7213333333333334,0.8186893938239981,39,0.658,0.7257119565492397,30
42,1.9199100264607747e-06,0.681,0.8163943718437173,42,0.658,0.7246423454705567,30
43,1.8095100505556954e-06,0.6833333333333333,0.8077989795408795,36,0.658,0.7246423454705567,30
44,1.7093130429791192e-06,0.7173333333333334,0.8150928712596329,40,0.6573333333333333,0.7252193935620062,30
45,1.6039320042786855e-06,0.712,0.8097023027780543,37,0.658,0.7259163086199899,30
46,1.515232791756323e-06,0.6903333333333334,0.8116605102336507,36,0.658,0.7259163086199899,30
47,1.4268570563116127e-06,0.7,0.803410826796677,38,0.658,0.7259163086199899,30
48,1.3802669736952649e-06,0.6623333333333333,0.8000742838712651,37,0.6573333333333333,0.7252039879048009,30
49,1.2695931494033845e-06,0.734,0.8198462262230051,38,0.6576666666666666,0.7254840996153827,30
50,1.1929856293914092e-06,0.6933333333333334,0.8065165803519255,38,0.66,0.726159656478393,30
