Epoch,Loss,FINCH_ACC,FINCH_NMI,FINCH_Clusters,KMeans_ACC,KMeans_NMI,KMeans_Clusters
1,0.3009939011364865,0.6575,0.7985036389101212,48,0.64025,0.7139685437771635,40
2,0.03455118615665318,0.66075,0.7857621860695921,48,0.617,0.7115253096685715,40
3,0.016984794896755678,0.67825,0.7862535169437729,45,0.58625,0.690571699266542,40
4,0.001656655136836586,0.66475,0.7758699257535341,46,0.617,0.6958233158901386,40
5,0.0002674199957740105,0.7055,0.7897736685037546,47,0.597,0.6967698258732581,40
6,0.00016492823443210606,0.7,0.7933466486444113,47,0.5915,0.6950272676029439,40
7,0.00012630148382110443,0.66425,0.7846755214533048,41,0.61225,0.6976898051269096,40
8,0.00010392672305291247,0.68025,0.7849371167176522,47,0.617,0.699215133205166,40
9,8.795057684134614e-05,0.6365,0.7734659769058403,43,0.58525,0.6894922249632169,40
10,7.535356314898915e-05,0.6625,0.7755382282583754,41,0.6355,0.7033963220633701,40
11,6.633439529347622e-05,0.58625,0.7497731487708221,43,0.618,0.6972236667663733,40
12,5.7497371012686924e-05,0.66125,0.7765831406924294,52,0.60125,0.6933250206380372,40
13,5.1081218869815834e-05,0.63425,0.7634229495527649,41,0.6025,0.6970074272115098,40
14,4.543764589470811e-05,0.649,0.7761457695033815,47,0.5625,0.6840769552021284,40
15,4.0969958566468755e-05,0.668,0.7705343106207688,44,0.576,0.6972047269500948,40
16,3.674219832949651e-05,0.632,0.7635803725634888,48,0.57625,0.6904581983013048,40
17,3.35460024598433e-05,0.66025,0.7695909020454136,42,0.5725,0.6887082184013162,40
18,3.0343184130288135e-05,0.644,0.7539704834932501,39,0.5905,0.6933843728733027,40
19,2.7771198157324763e-05,0.6675,0.7690410301080854,44,0.59275,0.6957022340547493,40
20,2.550804690448179e-05,0.667,0.7801062843383266,46,0.611,0.6975636003092328,40
21,2.3350882791722446e-05,0.6365,0.7723286308145677,48,0.58575,0.6974850480881828,40
22,2.1589337712460596e-05,0.66525,0.7872333337606724,44,0.593,0.6917575914477335,40
23,1.996913926935425e-05,0.6645,0.7778357880543717,43,0.62275,0.6993351783925547,40
24,1.8648347650772243e-05,0.67075,0.773307001453761,45,0.6235,0.6957258638923699,40
25,1.715770803760582e-05,0.5995,0.7621974160270425,44,0.6215,0.7020042542620696,40
26,1.598893464840027e-05,0.6225,0.7725491617262223,50,0.6415,0.7134604455527209,40
27,1.486215208918414e-05,0.65125,0.7611142179863654,46,0.63875,0.7116022274616182,40
28,1.3852247666363838e-05,0.60425,0.7599757487194688,47,0.6385,0.7115616138295109,40
29,1.2987440303125671e-05,0.615,0.759843749026541,45,0.6385,0.7114847106161786,40
30,1.2181722394852083e-05,0.672,0.7802951338622107,46,0.627,0.6992517518483211,40
31,1.1409066459198888e-05,0.64175,0.7720532104133999,49,0.63225,0.6964712018306177,40
32,1.0750336458234717e-05,0.6405,0.7651248339657462,45,0.62075,0.699040464620962,40
33,1.0069446592145444e-05,0.6355,0.7700826466846517,47,0.67125,0.7201251898074276,40
34,9.488373103370881e-06,0.59525,0.7521451862887321,43,0.67225,0.7197053281999641,40
35,8.930941388219557e-06,0.671,0.7728088999246834,40,0.60375,0.6973148880297337,40
36,8.413633742444896e-06,0.6505,0.7703470109103435,43,0.65125,0.7117297094570079,40
37,7.942012319404057e-06,0.6705,0.7802813795751067,46,0.639,0.7060714588888631,40
38,7.520849101751992e-06,0.66025,0.7776646110157428,47,0.61525,0.7027532544913754,40
39,7.075346807899526e-06,0.65325,0.7721645914963434,47,0.6065,0.6968795922924147,40
40,6.707323781256491e-06,0.625,0.7674562045606899,48,0.629,0.7051294577002887,40
41,6.346251253053955e-06,0.65675,0.7759945176399784,44,0.585,0.6887975206224133,40
42,6.0161661026351495e-06,0.645,0.7692748763391666,44,0.61,0.7033048340828926,40
43,5.689756465775039e-06,0.63825,0.7624745540560685,45,0.626,0.7059444577623671,40
44,5.398111722267155e-06,0.638,0.7715739765277672,45,0.64675,0.7058415000257744,40
45,5.12235866286422e-06,0.63725,0.7620010296411774,43,0.607,0.6961595391593698,40
46,4.872134702698835e-06,0.639,0.7625591839119298,43,0.6075,0.6961127400775475,40
47,4.6355191041887644e-06,0.658,0.778871765044554,46,0.5865,0.6822054421418166,40
48,4.410623075917404e-06,0.662,0.7803490849732232,44,0.6195,0.7033491562409653,40
49,4.1919842389385545e-06,0.61225,0.7621179185735808,40,0.5965,0.6928815048383821,40
50,3.9763273399747356e-06,0.656,0.7789126997399872,50,0.59725,0.6901627573819421,40
