Epoch,Partition 0,Partition 1,Partition 2,Partition 3,Partition 4
1,209,44,11,5,3.0
2,211,41,11,4,
3,211,46,12,5,4.0
4,209,44,10,6,
5,206,51,12,5,4.0
6,210,45,12,5,3.0
7,208,49,11,5,4.0
8,205,44,11,4,
9,202,47,13,5,4.0
10,200,47,10,4,
11,200,46,12,4,3.0
12,201,45,10,4,
13,205,46,12,5,3.0
14,203,45,13,6,3.0
15,205,46,11,4,
16,207,47,12,5,3.0
17,206,50,12,5,3.0
18,210,47,11,5,3.0
19,208,41,11,4,
20,207,42,10,4,
21,208,44,10,4,
22,213,46,10,4,
23,213,46,13,5,3.0
24,216,49,12,5,3.0
25,210,47,12,5,3.0
26,214,51,13,6,3.0
27,212,49,13,6,3.0
28,215,48,13,5,3.0
29,215,47,13,5,3.0
30,216,46,13,5,3.0
31,216,51,13,5,3.0
32,217,51,13,6,3.0
33,217,50,12,4,
34,214,47,12,5,3.0
35,213,43,11,4,
36,213,45,11,4,
37,216,44,10,4,
38,217,44,10,4,
39,214,43,11,4,
40,216,44,11,4,
41,214,42,11,4,
42,214,42,11,4,
43,214,42,11,4,
44,214,42,11,4,
45,214,42,11,4,
46,214,42,11,4,
47,214,42,11,4,
48,214,42,11,4,
49,214,42,11,4,
50,214,42,11,4,
