Epoch,Partition 0,Partition 1,Partition 2,Partition 3,Partition 4
1,224,52,12,3,
2,221,49,14,4,
3,234,60,14,4,2.0
4,237,58,16,5,3.0
5,238,56,13,4,2.0
6,224,53,11,4,
7,237,55,13,3,
8,228,53,13,3,2.0
9,233,56,13,4,2.0
10,236,58,14,4,3.0
11,233,55,14,4,2.0
12,235,55,13,3,
13,236,59,14,6,2.0
14,229,52,14,4,3.0
15,230,56,14,4,3.0
16,231,55,14,3,
17,228,49,12,2,
18,224,51,12,2,
19,233,53,13,3,
20,227,49,10,2,
21,228,49,10,2,
22,232,57,13,4,
23,232,56,14,3,2.0
24,229,56,13,3,2.0
25,230,56,12,3,2.0
26,230,56,12,3,2.0
27,230,56,12,3,2.0
28,230,56,12,3,2.0
29,230,56,12,3,2.0
30,230,56,12,3,2.0
31,230,56,12,3,2.0
32,230,56,12,3,2.0
33,230,56,12,3,2.0
34,230,56,12,3,2.0
35,230,56,12,3,2.0
36,230,56,12,3,2.0
37,230,56,12,3,2.0
38,230,56,12,3,2.0
39,230,56,12,3,2.0
40,230,56,12,3,2.0
41,230,56,12,3,2.0
42,230,56,12,3,2.0
43,230,56,12,3,2.0
44,230,56,12,3,2.0
45,230,56,12,3,2.0
46,230,56,12,3,2.0
47,230,56,12,3,2.0
48,230,56,12,3,2.0
49,230,56,12,3,2.0
50,230,56,12,3,2.0
