Epoch,Loss,FINCH_ACC,FINCH_NMI,FINCH_Clusters,KMeans_ACC,KMeans_NMI,KMeans_Clusters
1,0.37861931930798903,0.7046666666666667,0.8319423336513813,35,0.6553333333333333,0.7595156544320347,30
2,0.050229093497983886,0.725,0.8307520774486157,41,0.7086666666666667,0.7750478384605725,30
3,0.07222678108601557,0.7,0.8149005992425655,37,0.6736666666666666,0.7558516266726253,30
4,0.10923650332765449,0.698,0.8130509143891329,39,0.697,0.7599313025982982,30
5,0.05556248535025334,0.7073333333333334,0.8223054012476639,36,0.6983333333333334,0.7559763898621918,30
6,0.03235979605186008,0.7076666666666667,0.8204928100006421,36,0.746,0.7720483560439776,30
7,0.05933882071235776,0.6863333333333334,0.8001187848894509,36,0.691,0.7568752446837608,30
8,0.0836070820333526,0.7206666666666667,0.8062180946809977,33,0.691,0.7377579308739751,30
9,0.07038070517508029,0.742,0.8223969004695727,34,0.698,0.748471822034199,30
10,0.08231288971757164,0.7083333333333334,0.821754235092795,41,0.7203333333333334,0.7519911737093617,30
11,0.06426427043718044,0.714,0.8162013896046101,33,0.7213333333333334,0.7593271924992072,30
12,0.04697727810922462,0.7193333333333334,0.8155039130291963,36,0.7163333333333334,0.7542732724063697,30
13,0.0427293547756745,0.737,0.8168257796157035,35,0.6866666666666666,0.7538632265590062,30
14,0.0001944681838643585,0.6736666666666666,0.7997701765324987,33,0.6733333333333333,0.7421660043351324,30
15,4.876706885187939e-06,0.699,0.8049256417657233,31,0.6636666666666666,0.7481011569122873,30
16,4.032384241902415e-06,0.7026666666666667,0.8097515221882633,32,0.6636666666666666,0.7481011569122873,30
17,3.514572356184944e-06,0.7096666666666667,0.8029230752148686,32,0.6636666666666666,0.7481011569122873,30
18,3.206080516736155e-06,0.6756666666666666,0.8007444338078651,31,0.664,0.7480919733333516,30
19,2.834464877457653e-06,0.736,0.8256440711902373,33,0.664,0.7480919733333516,30
20,2.5865400321438754e-06,0.7496666666666667,0.823004050121053,35,0.6633333333333333,0.7475462030410202,30
21,2.3859887558301076e-06,0.7203333333333334,0.8082996561247737,34,0.6633333333333333,0.74689463140945,30
22,2.2115507666335388e-06,0.7486666666666667,0.8186878722900442,35,0.663,0.7465130198988076,30
23,2.0405544095145256e-06,0.715,0.815706548047116,34,0.663,0.7465130198988076,30
24,1.9003771812708476e-06,0.697,0.8120909710131374,33,0.663,0.7465130198988076,30
25,1.7743918110219106e-06,0.7356666666666667,0.8271620090314811,36,0.663,0.7465130198988076,30
26,1.6614136847151304e-06,0.7193333333333334,0.8138753288487041,33,0.663,0.7465130198988076,30
27,1.5618739416551188e-06,0.697,0.8069921707827756,31,0.663,0.7465130198988076,30
28,1.4685945662042825e-06,0.6823333333333333,0.8053150137399937,34,0.663,0.7465130198988076,30
29,1.3892959023177347e-06,0.7003333333333334,0.8074898954446497,34,0.663,0.7465130198988076,30
30,1.3042721140469546e-06,0.749,0.8222689339209119,35,0.663,0.7465130198988076,30
31,1.2309629255076588e-06,0.6743333333333333,0.8010746840083429,39,0.663,0.7465130198988076,30
32,1.1644009891359739e-06,0.706,0.8136849597789186,34,0.663,0.7465130198988076,30
33,1.1030748356182616e-06,0.7293333333333333,0.8182838381530355,35,0.663,0.7465130198988076,30
34,1.0437995605531207e-06,0.75,0.8305189264676398,32,0.663,0.7465130198988076,30
35,9.943495546369818e-07,0.7266666666666667,0.8133061920838901,34,0.6626666666666666,0.7465711065072905,30
36,9.387441432376152e-07,0.7126666666666667,0.8047133079299325,35,0.6626666666666666,0.7465711065072905,30
37,8.928023605696137e-07,0.7086666666666667,0.8003982803053393,31,0.6626666666666666,0.7465711065072905,30
38,8.466981876039461e-07,0.6883333333333334,0.8130160129342254,34,0.6626666666666666,0.7465711065072905,30
39,8.039949140425617e-07,0.7346666666666667,0.8230647502892298,35,0.6626666666666666,0.7465711065072905,30
40,7.637208839896213e-07,0.7186666666666667,0.8258325107225064,38,0.663,0.74697534696114,30
41,7.254442606340483e-07,0.7366666666666667,0.8204866758450077,35,0.663,0.74697534696114,30
42,6.89758824810328e-07,0.69,0.808722473662947,35,0.663,0.74697534696114,30
43,6.566106758567485e-07,0.7273333333333334,0.8179039567926926,36,0.663,0.74697534696114,30
44,6.25082055369415e-07,0.6983333333333334,0.8090855041959278,39,0.663,0.74697534696114,30
45,5.949029926036951e-07,0.7333333333333333,0.826045230717262,37,0.6923333333333334,0.7517294655137258,30
46,5.663974862039276e-07,0.6976666666666667,0.8073706751104262,39,0.6883333333333334,0.7520742501826418,30
47,5.38593737818178e-07,0.7043333333333334,0.8027363431353987,34,0.6883333333333334,0.7519805834824573,30
48,5.127875068978731e-07,0.718,0.8221555612250943,31,0.6883333333333334,0.7519805834824573,30
49,4.929739867914654e-07,0.7113333333333334,0.8070280099961705,36,0.6883333333333334,0.7518777666915751,30
50,4.651159658643433e-07,0.694,0.8044433541250438,30,0.6876666666666666,0.7517705419181707,30
