trial,FINCH_ACC,FINCH_NMI,FINCH_Num_Clusters,KMeans_ACC,KMeans_NMI,KMeans_Num_Clusters
0,0.65175,0.7687872072198122,42.0,0.56125,0.6889840695116176,40.0
1,0.67175,0.7767351825862882,42.0,0.59725,0.6901627573819421,40.0
2,0.59075,0.7425202005885151,41.0,0.5265,0.6453575737816555,40.0
3,0.61975,0.7653845779178049,52.0,0.55425,0.6762780916449606,40.0
4,0.628,0.750299618255448,41.0,0.575,0.6723886975710225,40.0
Average,0.6324,0.7607453573135736,43.6,0.5628500000000001,0.6746342379782396,40.0
