trial,FINCH_ACC,FINCH_NMI,FINCH_Num_Clusters,KMeans_ACC,KMeans_NMI,KMeans_Num_Clusters
0,0.7346666666666667,0.8406949617126096,32.0,0.683,0.74296512288571,30.0
1,0.6636666666666666,0.8046267578307797,34.0,0.6663333333333333,0.7296194447800489,30.0
2,0.7063333333333334,0.8171997328934472,40.0,0.66,0.726159656478393,30.0
3,0.6326666666666667,0.7703106667833857,34.0,0.6216666666666667,0.6955951369431722,30.0
4,0.702,0.8067516260030182,35.0,0.6876666666666666,0.7517705419181707,30.0
Average,0.6878666666666666,0.8079167490446482,35.0,0.6637333333333334,0.729221980601099,30.0
