trial,FINCH_ACC,FINCH_NMI,FINCH_Num_Clusters,KMeans_ACC,KMeans_NMI,KMeans_Num_Clusters
0,0.784,0.8710688695155371,15.0,0.721,0.8055709327698624,10.0
1,0.788,0.8426089915191,14.0,0.691,0.7631394432914753,10.0
2,0.789,0.8469234701936027,14.0,0.705,0.8040959529523507,10.0
3,0.82,0.868137715812936,14.0,0.747,0.8140712464941167,10.0
4,0.726,0.7873033782642124,14.0,0.697,0.7270699160681496,10.0
Average,0.7814,0.8432084850610776,14.2,0.7121999999999999,0.7827894983151908,10.0
